frame,read_ms,track_ms,yolo_pre_ms,yolo_inf_ms,yolo_post_ms,ids_ms,draw_ms,diag_ms,n_tracks,n_small,n_blur,n_occluded_pairs
324,2.281,115.452,7.906,98.137,2.429,2.988,8.453,3.221,16,10,0,0
325,2.252,119.579,7.739,101.826,2.681,3.277,9.56,2.612,15,9,0,0
326,2.13,115.737,7.389,99.171,2.434,3.266,6.447,3.127,15,9,0,0
327,1.999,119.648,7.029,103.206,2.513,2.335,5.97,1.7,15,9,0,0
328,2.3,125.925,7.36,112.628,1.757,1.719,6.133,1.726,15,9,0,0
329,2.218,117.71,6.793,103.113,2.701,1.953,6.395,1.881,15,9,0,0
330,2.418,125.601,8.613,107.815,2.365,3.367,8.053,3.384,15,9,0,0
331,2.076,118.2,7.205,102.242,2.31,3.334,7.612,3.216,15,9,0,0
332,2.268,113.666,7.78,100.196,1.697,1.625,6.007,1.801,14,8,0,0
333,2.233,123.7,7.677,106.701,2.615,3.552,7.156,2.643,14,8,0,0
334,2.206,114.907,7.171,101.86,1.789,1.671,6.0,1.368,14,8,0,0
335,2.085,118.428,7.151,102.562,2.212,3.347,7.495,2.549,14,8,0,0
336,2.011,110.448,7.765,96.373,2.248,1.656,6.073,1.391,14,8,0,0
337,2.228,114.226,6.881,101.225,1.861,1.808,7.225,6.268,15,10,0,1
338,2.411,121.94,7.695,108.565,1.782,2.988,7.391,2.164,16,11,0,1
339,1.874,133.135,6.718,117.199,2.682,3.282,6.107,2.07,15,10,0,0
340,2.063,125.921,10.072,107.716,2.856,2.747,6.209,2.146,15,10,0,0
341,1.984,116.495,8.39,100.18,2.723,2.639,6.293,2.227,15,10,0,0
342,2.217,187.465,9.013,124.799,47.611,3.487,6.787,2.285,16,11,0,1
343,2.087,120.185,11.086,100.304,2.612,3.134,6.44,2.104,17,12,0,1
344,1.806,109.955,7.139,94.309,2.736,2.978,8.829,2.065,17,12,0,1
345,2.372,121.286,8.121,104.608,2.996,3.079,6.125,2.072,17,12,0,1
346,1.791,112.476,7.998,96.573,2.631,2.946,6.298,1.929,16,11,0,0
347,1.919,115.272,8.607,99.027,2.664,2.886,6.17,1.94,16,11,0,0
348,1.753,109.216,8.686,92.625,2.653,2.697,6.111,1.925,16,11,0,0
349,1.705,109.311,7.62,93.813,2.552,2.566,7.486,1.913,16,11,0,0
350,1.751,106.993,7.623,91.633,2.773,2.4,6.356,1.836,14,8,0,0
351,1.758,110.135,7.373,94.9,2.756,2.693,5.845,1.904,14,8,0,0
352,1.922,120.687,7.801,105.214,2.4,2.557,6.009,8.949,14,8,0,0
353,1.901,127.764,9.427,108.385,3.221,3.606,7.989,3.132,14,9,0,0
354,2.242,127.73,9.084,108.592,3.344,3.516,8.682,2.881,14,9,0,0
355,2.487,129.299,9.654,109.19,3.729,3.568,10.405,2.658,14,9,0,0
356,2.537,150.974,11.283,131.193,2.503,3.276,4.947,1.856,14,9,0,0
357,3.027,151.449,7.878,135.063,2.961,2.836,5.803,1.994,14,9,0,0
358,1.859,122.27,6.201,108.232,2.336,2.801,6.265,2.138,14,9,0,0
359,1.908,121.144,8.115,104.151,2.342,2.971,7.51,2.523,14,8,0,0
360,2.351,111.089,7.551,96.715,2.068,2.907,6.768,1.492,15,9,0,0
361,2.369,117.096,8.159,101.019,3.105,1.73,9.869,2.023,14,8,0,0
362,2.204,113.732,7.431,99.393,1.98,1.699,6.539,1.627,13,7,0,0
363,2.2,110.373,6.831,97.575,1.756,1.536,5.453,1.47,13,7,0,0
364,2.113,107.513,7.565,94.172,1.737,3.17,6.003,3.238,13,7,0,0
365,2.2,115.905,7.389,100.538,2.111,3.222,7.569,3.201,13,7,0,0
366,1.944,126.61,8.019,110.874,2.078,2.455,7.654,2.352,13,7,0,1
367,2.052,114.307,7.1,98.179,2.668,1.632,6.687,1.668,13,7,0,1
368,2.243,117.209,8.357,99.729,2.615,3.33,7.481,3.129,13,7,0,0
369,2.178,116.409,7.644,102.44,2.096,1.837,7.723,3.791,12,6,0,0
370,2.661,119.68,9.131,100.951,2.952,3.408,7.754,3.215,12,6,0,0
371,2.112,114.229,6.957,97.832,2.691,2.761,7.715,3.11,12,6,0,0
372,1.91,108.156,7.525,94.876,1.85,1.484,6.192,1.686,12,6,0,0
373,2.135,114.974,6.872,102.112,1.761,1.799,7.939,1.855,13,7,0,0
374,2.42,113.809,8.099,96.53,2.328,2.876,7.852,3.419,12,6,0,0
375,2.127,110.285,7.072,94.4,2.481,1.78,5.463,1.663,13,7,0,0
376,1.905,108.593,6.958,92.792,2.586,1.587,5.773,1.063,12,7,0,0
377,1.984,109.269,6.4,97.032,1.64,1.685,5.956,1.281,14,8,0,0
378,1.87,110.361,7.316,97.002,1.791,1.843,5.819,1.242,16,9,0,0
379,1.898,109.046,6.533,93.127,2.265,3.639,7.632,2.556,16,8,0,0
380,1.931,107.248,6.712,94.612,1.695,1.658,5.9,1.187,15,8,0,0
381,2.06,111.314,6.644,95.098,2.307,3.834,7.231,2.667,17,9,0,0
382,2.164,114.308,7.221,97.695,2.526,3.778,5.778,2.865,17,10,0,0
383,2.027,114.465,6.418,98.725,2.522,3.513,7.188,2.885,16,9,0,0
384,2.037,111.081,7.219,93.636,2.39,3.551,7.881,3.01,17,10,0,0
385,2.113,111.765,6.222,96.177,2.303,2.05,7.677,1.635,17,10,0,0
386,2.136,108.353,7.524,91.871,2.777,1.879,6.037,1.715,16,9,0,0
387,1.958,109.726,6.26,97.7,1.623,1.892,5.52,1.709,16,9,0,0
388,2.249,105.756,7.102,92.806,1.637,1.802,6.003,1.702,16,9,0,0
389,2.176,114.241,6.75,97.763,2.569,1.909,5.868,1.724,17,10,0,0
390,2.134,109.915,7.228,96.886,1.585,1.91,6.15,1.726,18,11,0,0
391,1.814,111.679,6.438,95.508,2.235,3.779,6.266,1.935,17,9,0,0
392,2.142,105.029,7.582,91.634,1.691,1.91,6.012,1.588,18,10,0,0
393,1.953,107.364,6.648,93.959,2.43,1.923,5.623,1.832,18,11,0,0
394,2.12,114.57,7.301,100.931,1.811,2.227,6.33,1.972,18,11,0,0
395,2.502,123.362,7.432,109.27,2.058,2.075,6.408,1.514,17,10,0,0
396,2.326,120.242,8.199,105.949,1.754,1.95,5.954,1.344,16,10,0,0
397,1.98,109.491,6.846,96.695,1.688,1.943,7.536,1.318,17,11,0,0
398,2.172,110.13,8.073,96.422,1.843,1.619,5.523,1.128,17,11,0,0
399,2.066,115.494,7.566,98.147,2.42,2.763,5.551,1.266,17,11,0,0
400,2.234,108.695,7.335,95.219,1.751,1.864,5.853,1.294,17,11,0,0
401,2.523,135.258,7.475,116.846,2.77,4.286,7.843,10.506,18,12,0,1
402,2.111,117.324,7.334,100.006,2.432,4.144,7.177,2.742,20,13,0,1
403,2.241,112.392,6.606,99.343,2.005,2.13,5.814,1.544,20,13,0,1
404,2.141,107.873,7.25,94.194,1.707,2.31,6.426,1.781,20,13,0,1
405,1.913,120.821,6.348,107.888,1.838,2.296,5.96,1.637,21,14,0,1
406,2.284,119.958,7.094,104.016,2.619,2.159,7.303,1.667,20,13,0,0
407,2.217,121.339,7.618,106.38,2.325,2.114,5.972,1.704,20,13,0,0
408,2.346,118.666,7.318,103.923,1.89,2.126,7.003,1.685,19,12,0,0
409,2.821,118.973,7.495,105.067,1.791,2.101,7.76,1.825,20,13,0,0
410,2.117,125.74,7.415,109.469,4.361,2.363,6.424,2.236,20,13,0,0
411,2.69,112.349,7.285,98.951,1.916,2.097,6.362,1.778,20,13,0,0
412,2.271,122.615,6.517,110.059,1.67,2.189,5.949,1.797,20,13,0,0
413,2.157,117.746,7.461,100.924,2.353,2.097,5.92,1.794,19,12,0,0
414,2.252,114.247,6.354,98.688,2.453,2.076,6.063,1.853,19,12,0,0
415,2.219,108.076,6.844,95.765,1.677,2.102,6.038,1.826,20,13,0,0
416,2.173,113.941,7.055,100.491,2.111,1.967,5.9,1.437,19,12,0,0
417,2.308,116.325,6.962,99.842,2.281,4.077,7.309,2.794,19,12,0,0
418,2.186,116.405,6.342,104.253,1.746,2.068,5.875,1.388,19,12,0,0
419,2.168,118.228,7.894,104.361,1.697,2.235,6.307,1.42,18,11,0,0
420,2.573,134.344,8.031,117.678,2.153,4.275,8.031,2.99,18,11,0,0
421,2.175,116.069,8.096,101.506,1.873,2.077,7.817,1.341,18,11,0,0
422,2.645,129.948,7.5,115.813,2.432,2.191,6.112,1.382,18,11,0,0
423,1.84,112.42,6.886,99.116,2.029,2.034,5.736,1.411,18,11,0,0
424,2.075,109.526,6.683,96.501,2.107,1.909,5.875,1.33,17,10,0,0
425,2.225,113.566,7.396,96.533,2.566,1.967,5.66,1.315,17,10,0,0
426,1.749,115.017,7.122,97.614,2.621,3.663,7.548,2.635,18,11,0,0
427,1.996,112.828,7.081,96.048,2.255,3.499,8.207,2.685,17,10,0,0
428,2.249,114.746,6.812,98.457,2.169,3.94,5.843,1.526,17,10,0,0
429,1.795,113.953,7.306,98.481,2.633,2.456,6.188,1.703,17,10,0,0
430,2.336,118.082,7.874,100.644,2.209,1.944,5.776,1.401,16,9,0,0
431,1.885,110.61,7.341,94.619,2.696,1.997,5.84,1.289,17,10,0,0
432,2.449,114.491,7.198,97.559,1.574,2.056,6.025,1.345,17,10,0,0
433,1.959,136.258,7.666,115.644,3.635,2.873,8.099,1.77,17,10,0,0
434,2.283,159.592,8.488,143.538,2.676,2.138,6.699,1.635,17,10,0,0
435,2.628,134.755,8.782,116.798,3.412,2.461,6.349,1.636,18,11,0,0
436,2.456,124.947,7.966,110.936,1.629,2.278,5.73,1.35,18,11,0,0
437,2.147,119.076,7.652,105.242,1.736,2.02,5.727,1.309,18,10,0,0
438,2.446,117.238,7.064,104.633,1.847,1.908,4.676,1.374,18,10,0,0
439,2.358,120.163,8.42,105.163,1.684,2.46,5.427,1.309,18,10,0,0
440,1.85,110.651,7.631,97.498,1.6,1.892,5.726,1.269,17,9,0,0
441,2.296,113.225,6.94,99.454,2.202,2.152,5.562,1.474,19,10,0,0
442,3.299,119.378,9.266,103.618,1.958,2.049,5.745,1.539,18,10,0,0
443,2.304,119.635,7.132,106.179,1.676,2.207,5.763,1.412,18,10,0,0
444,2.075,124.98,7.535,110.702,2.061,2.125,6.103,1.384,19,10,0,0
445,2.336,116.067,7.683,102.789,1.626,2.285,7.942,1.511,20,10,0,0
446,1.802,110.883,6.788,98.822,1.642,1.708,6.234,1.699,20,10,0,0
447,2.05,115.892,7.315,101.425,2.378,2.386,6.066,1.745,20,10,0,0
448,1.857,125.868,6.608,113.06,1.887,2.004,5.838,1.575,18,8,0,0
449,1.684,110.359,8.154,96.189,1.843,1.626,5.463,1.324,18,9,0,0
450,1.798,116.273,6.331,104.492,1.941,1.506,5.765,1.367,18,9,0,0
451,2.055,115.402,7.526,101.683,2.041,1.84,5.583,1.331,17,9,0,0
452,2.109,115.964,7.118,103.482,1.562,2.066,6.071,1.709,18,9,0,0
453,1.919,115.759,6.964,101.749,1.451,2.053,4.736,1.407,19,9,0,0
454,1.748,113.194,6.034,101.631,1.626,1.75,5.849,1.723,19,9,0,0
455,2.182,125.545,8.038,108.073,1.655,2.02,5.075,1.591,18,8,0,0
456,2.187,122.367,6.521,110.816,1.667,1.6,5.808,1.838,18,8,0,0
457,1.759,108.026,7.353,95.015,1.739,1.915,7.032,1.86,18,8,0,0
458,1.857,138.271,5.986,121.104,2.987,3.937,9.016,3.127,16,7,0,0
459,2.218,118.284,7.903,99.635,2.893,4.364,8.454,3.506,17,7,0,0
460,2.117,140.228,8.564,121.656,2.678,4.041,8.458,4.536,17,7,0,0
461,2.918,121.072,9.062,101.53,3.152,3.742,8.672,4.682,17,7,0,0
462,2.367,135.182,7.882,117.828,2.286,4.021,8.554,4.137,17,7,0,0
463,2.653,153.755,9.371,132.943,3.551,4.371,8.698,4.822,17,7,0,0
464,2.954,135.209,9.202,115.103,3.21,4.259,8.416,4.505,17,7,0,0
465,2.775,121.347,9.465,101.09,3.527,3.961,8.223,4.883,17,8,0,0
466,2.205,123.475,7.729,105.847,2.689,4.181,8.791,4.451,17,8,0,0
467,2.656,120.125,9.665,99.0,3.769,4.098,8.334,4.626,17,8,0,0
468,2.252,125.46,8.176,105.804,3.683,4.312,8.842,4.979,17,8,0,0
469,2.538,127.881,8.833,107.606,3.75,4.593,11.76,14.214,17,8,0,0
470,2.312,126.968,8.073,106.88,3.638,4.175,10.363,6.718,17,8,0,0
471,2.867,128.844,11.403,106.339,3.163,3.746,8.503,4.443,18,9,0,0
472,2.632,121.983,8.779,103.052,2.824,3.774,8.702,4.676,17,8,0,0
473,2.926,119.59,9.092,100.203,2.724,3.877,8.713,4.59,17,8,0,0
474,2.637,123.087,8.598,102.377,3.964,4.06,8.822,4.761,17,8,0,0
475,2.465,133.909,9.96,112.96,3.091,3.612,9.16,5.018,17,8,0,0
476,2.656,124.685,9.534,103.682,3.193,4.309,9.095,4.945,18,9,0,0
477,2.929,115.032,10.251,93.813,2.882,4.121,8.735,4.855,19,10,0,0
478,2.667,128.369,9.145,107.671,3.231,4.283,10.04,5.08,19,10,0,0
479,2.954,123.375,8.965,102.23,3.424,4.606,9.128,3.698,20,11,0,0
480,2.858,128.676,8.665,108.792,3.363,3.999,9.059,3.472,19,10,0,0
481,2.48,131.592,9.43,110.872,3.322,4.391,10.958,3.362,18,9,0,0
482,2.919,121.332,8.34,102.228,2.78,4.282,9.461,4.047,18,9,0,0
483,2.943,113.455,8.994,94.68,2.711,4.011,7.866,3.792,18,9,0,0
484,2.549,120.547,9.225,100.714,2.994,3.995,8.86,4.335,18,10,0,0
485,3.12,122.944,12.362,98.917,3.235,4.533,8.433,4.222,18,9,0,0
486,2.777,125.097,10.555,103.737,2.924,4.08,9.694,4.879,17,9,0,0
487,3.147,117.064,10.051,96.408,3.103,4.197,8.946,3.157,18,9,0,0
488,2.923,123.596,7.907,104.866,2.808,4.067,8.584,4.87,17,10,0,0
489,2.889,125.257,10.67,103.846,3.14,4.512,8.419,4.95,18,10,0,0
490,2.75,120.523,8.408,101.077,3.399,4.174,9.203,3.353,18,10,0,0
491,2.622,121.302,9.973,100.517,2.999,4.02,9.478,3.688,18,9,0,0
492,3.179,116.525,8.791,97.136,2.987,4.434,9.104,3.395,18,9,0,0
493,2.652,119.872,9.412,99.766,2.946,4.441,10.602,3.378,18,9,0,0
494,2.737,117.702,7.971,99.385,3.171,3.736,9.591,3.153,17,8,0,0
495,2.938,117.04,9.55,96.365,3.465,4.025,8.192,3.361,17,8,0,0
496,3.16,121.054,8.367,102.391,3.011,4.057,9.56,3.62,17,8,0,0
497,3.267,120.808,10.726,99.038,3.395,3.888,9.197,3.993,18,9,0,0
498,3.391,124.55,9.771,103.631,3.407,4.192,9.245,3.516,18,9,0,0
499,3.302,116.168,9.391,95.782,3.159,4.6,9.243,3.595,19,10,0,0
500,3.141,124.219,8.539,105.163,2.976,4.513,8.99,3.613,19,10,0,0
501,3.441,141.732,8.929,120.273,3.895,4.622,9.185,3.72,19,10,0,0
502,2.89,119.055,8.728,99.614,3.014,3.992,9.658,4.076,19,10,0,0
503,3.217,117.151,9.973,96.744,3.077,4.104,9.168,3.775,19,10,0,0
504,3.121,140.531,10.518,118.763,3.101,4.298,9.235,3.18,19,10,0,0
505,3.229,133.307,11.915,110.287,3.331,4.197,11.563,3.676,19,10,0,0
506,3.558,131.628,9.878,109.6,4.169,4.451,9.67,3.642,19,10,0,0
507,4.747,132.674,11.172,109.524,3.568,4.411,8.742,3.472,19,10,0,0
508,3.407,125.932,8.6,106.317,3.241,4.714,9.002,3.252,19,10,0,0
509,2.93,123.783,9.597,103.635,3.219,4.377,9.203,3.385,19,10,0,0
510,2.831,126.028,9.271,106.8,2.818,4.339,8.995,3.359,19,10,0,0
511,2.718,119.672,11.094,98.38,3.013,4.383,9.379,5.061,19,10,0,0
512,2.989,117.218,8.399,98.433,2.78,4.22,9.201,3.635,19,10,0,0
513,2.743,114.871,9.382,95.328,2.831,4.435,11.377,3.486,19,10,0,0
514,3.344,121.175,8.341,101.938,3.617,4.539,9.574,3.539,19,10,0,0
515,3.093,118.175,9.541,98.148,3.005,4.485,9.124,3.463,19,10,0,0
516,3.119,120.086,9.46,100.337,2.816,4.156,9.321,3.152,19,9,0,0
517,3.303,118.846,9.427,98.544,3.283,3.829,10.464,3.635,19,9,0,0
518,2.656,118.179,8.858,97.891,3.43,4.226,8.608,3.391,19,10,0,0
519,3.38,125.066,10.686,103.18,3.662,4.386,8.387,3.284,19,10,0,0
520,3.37,126.052,9.122,105.62,3.71,4.482,9.263,3.275,19,10,0,0
521,3.397,118.114,10.261,95.978,3.9,4.455,8.773,3.371,19,10,0,0
522,3.324,127.047,10.708,104.527,3.641,4.57,8.679,3.558,19,10,0,0
523,3.735,135.332,10.408,113.855,3.475,4.47,9.101,3.499,18,9,0,0
524,3.43,122.711,9.821,100.921,3.459,4.521,9.274,12.616,19,10,0,0
525,3.706,144.289,10.44,120.142,5.272,4.271,8.243,3.195,19,10,0,0
526,3.12,145.948,10.889,123.044,3.722,4.607,9.238,3.47,20,11,0,0
527,3.252,141.058,11.881,116.663,3.344,4.768,9.556,3.979,21,11,0,0
528,3.321,143.982,10.594,119.682,3.841,4.944,9.992,4.4,20,10,0,0
529,2.784,128.181,14.609,101.144,3.589,5.386,11.464,3.507,21,11,0,0
530,3.204,126.251,10.724,102.797,3.556,4.741,9.839,3.861,22,11,0,0
531,3.287,170.908,13.055,144.709,4.494,5.13,9.198,3.7,22,11,0,0
532,3.134,141.613,12.414,117.272,3.727,4.608,9.767,3.711,22,11,0,0
533,3.277,130.932,10.218,108.396,4.503,5.905,9.994,4.138,22,11,0,0
534,3.359,136.25,9.31,114.491,3.669,4.85,9.253,3.985,22,11,0,0
535,3.456,124.176,12.374,99.656,3.637,5.262,10.099,4.272,20,9,0,0
536,3.074,138.219,9.839,117.176,3.283,5.063,9.509,4.546,21,10,0,0
537,2.799,142.842,10.945,119.26,3.824,4.373,8.368,4.083,21,10,0,0
538,3.129,131.014,11.13,108.816,3.125,4.371,8.949,4.267,21,10,0,0
539,3.174,120.33,9.061,99.916,2.946,4.405,9.481,4.094,21,10,0,0
540,3.336,126.678,9.042,105.887,3.337,4.853,8.753,3.896,21,10,0,0
541,2.879,135.677,10.457,113.623,2.984,4.926,11.035,4.411,21,11,0,0
542,2.587,126.553,9.534,106.358,3.093,4.323,8.597,6.819,21,11,0,0
543,2.36,134.987,12.411,111.703,3.195,4.528,8.258,3.309,21,10,0,0
544,2.253,121.661,9.049,101.499,2.847,4.521,8.745,3.913,21,11,0,0
545,2.461,115.817,8.733,96.722,2.851,4.371,9.161,4.041,21,11,0,0
546,2.474,117.781,8.774,98.944,2.593,4.575,8.826,3.22,21,11,0,0
547,2.227,130.276,9.463,109.024,3.743,5.12,9.958,3.304,22,11,0,0
548,2.829,124.327,9.747,103.307,3.049,4.213,9.089,3.223,20,10,0,0
549,2.129,115.995,9.136,96.196,3.047,4.611,7.76,3.325,20,10,0,0
550,2.635,143.528,9.31,123.134,2.913,4.542,9.247,3.562,18,8,0,0
551,2.436,134.647,10.713,113.505,2.764,4.373,9.447,3.52,18,8,0,0
552,2.78,117.278,8.467,97.448,3.445,4.159,9.138,3.437,19,9,0,0
553,2.396,135.655,11.053,113.284,3.599,4.324,9.899,3.513,19,9,0,0
554,2.464,123.398,7.749,104.731,3.264,4.359,9.216,3.226,19,9,0,0
555,2.583,120.733,8.981,99.891,4.02,3.906,8.17,3.564,19,9,0,0
556,2.192,130.675,9.307,110.008,3.273,4.495,8.988,2.956,19,9,0,0
557,2.85,115.445,9.545,94.738,2.741,4.079,9.543,3.504,19,9,0,0
558,2.249,115.794,8.149,97.536,2.917,3.97,9.134,3.211,18,8,0,0
559,3.005,114.7,9.697,94.743,2.702,3.988,9.019,3.215,18,8,0,0
560,2.527,118.91,8.295,99.435,3.474,3.915,9.034,3.164,18,8,0,0
561,2.429,115.572,8.879,96.02,3.109,3.861,8.44,3.26,18,8,0,0
562,2.631,119.985,8.478,100.087,3.591,4.201,8.453,3.032,18,8,0,0
563,2.804,117.683,9.53,97.616,2.916,3.798,9.072,3.386,17,8,0,0
564,2.778,120.47,10.398,99.344,3.274,4.043,9.244,3.084,17,9,0,0
565,2.852,114.944,9.602,94.52,2.935,4.5,10.866,3.216,17,9,0,0
566,2.69,117.968,8.417,98.696,2.996,4.398,9.369,2.96,17,9,0,0
567,3.042,116.863,9.568,96.106,3.291,4.185,8.416,2.767,16,9,0,0
568,2.994,116.89,8.788,97.18,3.04,3.987,8.459,3.059,16,9,0,0
569,3.213,116.726,10.612,94.792,3.287,3.918,8.168,3.174,17,10,0,0
570,2.988,117.635,9.13,97.429,3.078,3.6,8.838,3.034,17,10,0,0
571,2.816,118.905,11.173,96.466,3.4,3.69,9.034,3.017,18,11,0,0
572,2.714,119.39,8.618,99.562,3.154,4.351,9.795,4.409,19,11,0,0
573,3.303,120.968,10.328,99.359,3.275,4.149,8.709,4.605,18,10,0,0
574,3.111,116.258,8.404,97.088,2.86,4.998,9.356,3.62,20,12,0,0
575,2.96,116.216,8.93,96.473,3.112,4.452,9.569,4.806,19,11,0,0
576,3.282,129.363,10.898,106.955,3.192,4.846,9.182,4.756,21,12,0,0
577,3.049,120.05,10.09,98.439,3.325,4.64,11.011,3.819,20,11,0,0
578,2.914,120.555,8.3,101.596,3.074,4.523,9.532,5.083,20,11,0,0
579,3.183,116.597,8.306,97.279,2.981,4.476,9.01,5.261,19,11,0,0
580,3.687,117.525,8.309,97.932,2.954,4.457,9.579,5.203,19,11,0,0
581,3.17,117.342,9.661,97.075,3.035,3.923,8.8,5.089,19,11,0,0
582,3.032,119.882,8.851,101.006,2.691,4.199,9.122,5.102,19,11,0,0
583,3.14,128.237,10.486,106.773,3.107,4.148,9.694,3.684,18,10,0,0
584,3.351,124.876,7.93,105.993,3.306,4.48,9.208,4.082,18,10,0,0
585,3.013,115.948,9.054,95.723,3.064,4.229,8.947,4.941,17,10,0,0
586,3.314,116.599,8.305,97.135,3.188,4.114,9.009,13.919,18,10,0,0
587,2.914,118.311,9.725,98.112,2.98,4.376,9.313,2.911,18,11,0,0
588,3.205,119.154,8.329,99.499,3.062,4.456,9.284,3.389,19,10,0,0
589,3.192,115.171,10.394,93.915,3.192,4.663,11.563,3.287,19,10,0,0
590,3.338,118.717,8.912,99.606,2.935,4.425,9.954,3.222,19,10,0,0
591,3.25,119.008,9.35,98.738,3.256,4.099,9.241,3.7,19,10,0,0
592,3.288,118.361,8.813,98.595,3.185,4.337,9.108,3.423,19,10,0,0
593,3.246,116.911,8.843,97.625,3.155,4.387,9.225,3.159,18,9,0,0
594,3.17,119.535,8.042,101.332,2.958,4.344,9.368,3.224,18,9,0,0
595,2.951,115.442,10.193,95.531,2.651,3.871,9.638,3.207,18,9,0,0
596,3.308,116.828,8.793,97.329,2.919,4.273,8.693,3.449,18,9,0,0
597,3.089,117.776,9.494,97.951,2.94,4.181,8.367,3.375,18,9,0,0
598,3.296,119.735,8.286,101.23,2.745,4.211,9.305,3.344,18,9,0,0
599,2.95,115.847,9.205,95.453,3.158,4.063,8.972,3.431,17,9,0,0
600,3.283,121.127,8.722,101.819,3.137,3.759,7.98,2.911,17,9,0,0
601,3.326,144.132,9.703,123.564,2.91,4.486,11.068,3.295,17,8,0,0
602,3.237,127.167,9.177,106.497,2.982,4.489,9.415,3.369,18,8,0,0
603,3.179,137.362,11.811,115.296,2.651,4.395,8.792,3.303,18,9,0,0
604,2.769,135.785,9.47,115.111,3.625,4.358,10.217,4.536,19,9,0,0
605,3.213,152.658,13.622,126.887,3.458,4.745,9.68,3.496,19,9,0,0
606,3.189,142.246,11.251,120.516,3.314,4.577,9.126,3.458,19,9,0,0
607,3.031,126.541,11.389,103.372,3.27,4.146,9.378,3.766,19,9,0,0
608,3.483,143.835,10.031,122.966,3.066,4.352,9.016,3.153,19,10,0,0
609,3.269,116.021,9.051,95.985,3.222,4.424,9.087,3.33,20,11,0,0
610,3.282,117.178,8.21,97.684,3.289,4.503,8.76,3.083,20,11,0,0
611,3.557,115.046,9.045,94.696,3.282,4.492,8.999,3.412,19,9,0,0
612,3.027,113.973,8.548,95.429,2.632,4.275,8.791,2.969,19,9,0,0
613,3.116,114.414,9.12,94.045,3.37,5.007,11.52,13.36,21,11,0,1
614,3.295,119.222,11.031,96.863,3.228,4.628,9.291,2.954,21,11,0,1
615,3.015,115.009,10.592,93.424,2.887,4.927,8.656,3.12,21,12,0,1
616,3.134,114.224,8.805,94.728,2.954,4.762,8.508,3.164,21,12,0,1
617,2.998,117.964,10.405,95.093,3.518,4.575,8.912,3.008,22,13,0,1
618,2.788,113.269,7.907,95.159,2.909,5.958,19.667,4.203,21,12,0,0
619,2.9,120.404,8.493,101.141,2.836,4.808,9.695,3.282,21,12,0,0
620,3.058,118.192,8.377,98.889,3.171,4.479,9.34,3.254,21,12,0,0
621,3.254,118.512,10.269,97.707,2.742,4.645,8.523,2.731,21,12,0,0
622,3.416,120.216,9.926,99.961,2.952,4.781,9.239,3.307,21,12,0,0
623,2.792,114.969,9.29,94.981,2.938,4.671,8.321,3.496,20,10,0,0
624,2.798,122.014,8.898,102.785,2.629,4.573,9.573,3.53,20,10,0,0
625,2.772,117.803,10.397,96.638,3.272,4.603,10.792,3.016,20,10,0,0
626,3.217,130.307,10.156,108.029,4.569,4.784,9.719,3.392,20,9,0,0
627,2.975,121.225,9.75,101.521,2.836,4.549,8.17,3.134,20,9,0,0
628,3.307,129.45,7.815,110.468,3.31,4.42,9.01,3.665,20,9,0,0
629,3.726,133.058,9.427,112.858,2.93,4.525,9.255,3.249,20,9,0,0
630,3.148,128.654,10.01,107.491,3.426,5.08,8.878,3.582,20,10,0,0
631,2.875,130.026,10.484,108.02,3.739,5.21,9.58,3.677,20,10,0,0
632,3.431,131.356,8.829,111.729,3.165,4.471,9.556,3.328,19,9,0,0
633,3.148,128.648,9.384,107.64,3.171,4.891,8.19,3.287,19,9,0,0
634,3.369,122.066,8.899,102.181,2.858,4.329,8.45,4.818,19,10,0,0
635,3.187,141.628,9.356,120.577,3.645,4.148,9.085,3.411,18,9,0,0
636,3.446,119.939,9.093,100.086,2.915,4.963,9.162,3.28,19,11,0,0
637,2.999,124.174,9.45,104.429,3.271,4.175,10.283,3.098,19,11,0,0
638,2.98,128.525,9.041,108.808,3.142,4.631,8.665,3.098,19,11,0,0
639,3.487,124.243,11.298,102.697,3.27,4.359,8.091,2.736,19,11,0,0
640,3.389,133.213,9.614,112.965,3.295,4.53,8.828,2.762,19,10,0,0
641,3.306,131.548,12.083,107.806,3.777,4.218,10.782,2.948,20,11,0,0
642,3.05,123.7,8.809,103.917,2.536,4.479,8.85,14.987,20,11,0,0
643,3.039,127.495,11.551,104.738,3.139,4.702,9.203,3.171,21,12,0,0
644,2.807,121.258,9.333,100.987,2.792,4.168,8.835,3.157,20,11,0,0
645,3.39,122.13,10.699,100.377,3.208,4.822,8.321,4.35,21,11,0,0
646,3.054,122.12,9.77,101.387,3.081,4.755,8.962,3.372,21,11,0,0
647,2.949,141.685,9.537,106.725,15.428,5.387,9.556,3.79,21,11,0,0
648,3.118,121.15,8.676,101.106,3.221,5.134,8.789,3.648,21,11,0,0
649,3.102,117.931,10.539,96.222,3.231,4.642,11.142,3.344,21,11,0,0
650,3.475,119.851,8.659,99.616,3.457,4.741,8.985,3.277,21,11,0,0
651,3.225,115.898,9.91,95.316,3.153,4.696,8.774,3.273,21,11,0,0
652,2.728,125.889,9.187,105.614,3.208,4.317,8.711,3.429,21,11,0,0
653,3.309,118.692,9.997,96.671,3.324,4.582,8.452,3.205,20,9,0,0
654,3.081,124.5,9.163,104.067,3.026,4.57,8.625,3.592,21,10,0,0
