frame,read_ms,track_ms,yolo_pre_ms,yolo_inf_ms,yolo_post_ms,ids_ms,draw_ms,diag_ms,n_tracks,n_small,n_blur,n_occluded_pairs
322,6.479,153.507,15.756,115.164,3.478,8.363,29.275,10.022,37,2,0,0
323,7.315,140.533,16.821,101.973,3.4,7.389,28.676,9.947,38,2,0,0
324,6.966,149.568,14.821,112.676,3.403,8.131,29.825,10.448,40,2,0,2
325,6.813,146.082,15.504,107.872,3.654,7.634,33.085,9.794,38,2,0,0
326,7.886,153.227,17.885,112.702,3.861,8.411,29.123,10.531,36,2,0,0
327,7.102,136.295,15.999,99.134,3.285,7.725,27.661,11.804,37,2,0,0
328,6.765,142.041,12.747,106.748,4.014,7.306,29.891,11.22,37,2,0,1
329,6.709,151.502,15.759,114.03,3.468,7.361,27.053,11.526,36,2,0,1
330,6.498,141.717,17.058,102.628,3.19,7.363,31.426,10.381,38,2,0,2
331,6.691,138.649,16.456,100.514,3.48,8.08,28.381,10.314,40,3,0,1
332,7.046,135.665,16.554,97.143,3.665,7.784,28.308,11.126,41,3,0,1
333,6.714,137.541,15.782,100.248,3.247,7.627,28.187,10.308,41,3,0,1
334,6.903,136.218,15.079,98.562,3.132,7.935,31.113,11.197,38,3,0,1
335,6.938,194.404,15.341,156.409,3.503,8.7,28.73,10.641,41,3,0,1
336,6.977,138.071,15.818,99.12,3.658,8.317,29.039,10.464,39,4,0,1
337,6.956,137.983,15.213,100.751,3.571,7.724,30.55,10.259,41,4,0,2
338,6.727,155.605,15.548,114.487,7.131,8.059,30.259,10.533,41,3,0,1
339,7.069,139.225,16.757,98.98,4.245,8.652,30.462,11.502,42,4,0,3
340,6.918,134.722,14.925,97.845,3.531,7.859,27.44,10.185,38,4,0,3
341,6.627,139.573,15.322,100.77,3.518,7.963,30.985,10.368,39,4,0,3
342,7.105,137.084,14.936,100.181,3.482,7.655,29.11,9.847,41,4,0,2
343,7.039,137.708,16.061,100.958,2.904,8.131,30.031,10.753,43,6,0,3
344,6.999,130.993,14.634,96.156,2.879,8.299,28.257,10.073,40,4,0,2
345,6.95,136.507,13.877,101.227,2.83,7.646,31.799,9.81,39,4,0,1
346,7.182,132.558,14.498,96.43,2.856,7.553,30.286,10.523,40,4,0,1
347,6.882,136.388,16.601,98.754,2.873,7.673,28.364,9.962,41,7,0,2
348,7.133,137.07,15.12,99.071,3.547,9.49,31.028,11.477,42,6,0,2
349,7.16,137.845,14.293,101.279,3.233,8.208,31.036,11.414,42,4,0,4
350,7.336,134.603,16.147,97.164,2.931,7.602,28.886,10.121,40,4,0,4
351,7.14,135.495,16.149,97.963,2.897,7.794,29.431,10.529,41,3,0,4
352,6.965,140.73,14.973,103.362,3.427,7.334,32.588,11.539,40,1,0,3
353,7.286,139.211,13.331,102.399,3.54,7.868,29.152,10.593,39,1,0,1
354,6.543,145.896,16.567,107.907,3.165,7.22,30.422,10.931,40,3,0,2
355,5.058,140.802,14.455,104.863,3.571,7.28,29.476,10.703,37,3,0,1
356,6.765,134.881,15.928,98.048,2.863,7.277,30.675,11.837,37,1,0,1
357,7.146,134.806,14.214,99.761,2.836,7.512,29.769,10.733,39,2,0,1
358,5.26,130.887,14.066,95.662,2.906,7.67,30.646,34.565,41,4,0,2
359,7.06,137.979,15.342,100.036,3.481,8.171,29.315,11.039,40,4,0,2
360,6.424,134.356,15.957,97.097,2.864,8.358,32.536,10.999,43,4,0,2
361,7.189,135.118,13.805,100.127,2.975,7.983,32.049,10.546,42,6,0,2
362,7.027,133.553,14.577,96.765,3.11,8.713,29.735,10.49,45,7,0,2
363,6.066,140.078,15.915,102.08,3.013,8.443,31.515,10.222,46,5,0,2
364,5.411,136.836,14.307,100.3,3.055,8.359,30.896,10.186,46,7,0,2
365,6.01,133.674,13.514,98.591,2.913,8.31,29.458,10.493,44,7,0,2
366,6.395,132.117,14.464,96.002,3.046,7.79,29.894,9.702,44,9,0,2
367,6.02,135.005,14.804,98.564,2.955,8.572,30.932,10.174,43,7,0,2
368,6.925,132.587,14.102,97.597,2.883,9.128,29.702,10.238,43,5,0,2
369,4.96,135.111,13.101,100.201,3.086,8.125,29.504,9.419,43,5,0,2
370,5.482,129.021,12.349,95.058,2.896,8.887,30.078,9.698,42,4,0,3
371,5.309,133.15,13.657,97.309,2.933,9.38,30.428,11.019,45,4,0,2
372,5.343,133.936,16.137,93.789,3.489,8.033,29.644,10.007,45,6,0,2
373,4.906,130.963,12.053,96.458,2.914,8.484,31.307,9.888,44,6,0,2
374,5.814,131.845,16.033,94.233,2.992,8.364,31.702,9.512,41,6,0,1
375,5.715,133.086,12.252,99.245,3.06,7.999,28.688,9.678,42,6,0,1
376,5.994,133.79,15.42,96.595,2.89,8.725,28.904,10.058,43,6,0,0
377,6.162,133.288,12.931,98.365,2.941,7.93,29.154,9.77,43,6,0,0
378,6.279,129.636,13.868,93.772,3.061,9.238,31.587,10.044,43,7,0,0
379,6.754,135.106,13.047,100.851,3.032,8.606,28.417,9.591,41,6,0,0
380,6.255,141.071,16.845,103.2,2.895,8.005,29.719,9.354,43,7,0,0
381,6.949,134.296,12.686,100.358,3.025,7.756,29.35,9.324,41,6,0,0
382,6.791,143.614,14.149,106.461,3.575,7.389,31.387,9.664,39,6,0,0
383,6.847,146.324,13.981,109.745,3.805,8.357,28.217,9.578,42,6,0,0
384,7.112,135.29,17.31,95.797,2.95,8.328,29.481,9.864,43,6,0,0
385,8.103,144.283,13.801,108.157,3.18,8.552,31.33,10.341,45,6,0,0
386,7.312,141.184,14.146,105.189,3.013,8.239,28.438,10.131,46,5,0,0
387,8.144,154.726,15.59,116.216,3.276,8.464,28.438,10.087,46,6,0,0
388,6.643,136.881,18.001,96.857,2.878,8.495,30.538,10.487,45,6,0,1
389,7.151,155.904,17.339,114.008,3.926,9.383,29.07,11.375,44,7,0,1
390,7.058,132.384,14.549,95.416,2.951,8.177,31.114,9.762,43,6,0,1
391,7.343,135.227,13.712,99.511,3.632,7.692,29.78,34.213,41,5,0,1
392,6.905,136.275,17.079,97.208,3.453,8.152,29.729,9.798,42,6,0,0
393,7.48,141.833,16.262,103.812,2.815,8.014,27.89,9.667,44,7,0,0
394,7.02,142.282,15.339,105.273,2.828,8.86,31.154,10.775,45,7,0,0
395,7.546,149.514,14.195,112.107,2.971,8.804,28.364,9.923,45,7,0,0
396,6.696,162.618,18.772,120.395,3.505,8.436,29.35,10.498,45,7,0,0
397,8.186,156.793,15.276,119.307,3.0,8.744,32.216,12.881,46,7,0,0
398,7.13,131.554,14.611,96.666,2.761,8.321,27.57,12.348,45,6,0,0
399,6.861,133.504,13.02,100.438,2.687,8.469,29.468,13.759,45,7,0,0
400,6.706,179.844,16.943,117.805,19.384,8.79,29.784,36.74,44,7,0,0
401,7.097,158.699,17.735,118.847,3.306,8.442,29.233,9.696,44,7,0,0
402,6.92,138.53,17.564,98.553,3.644,8.507,30.391,11.054,44,7,0,0
403,7.098,140.367,14.703,101.569,4.586,8.753,32.233,11.722,43,8,0,0
404,6.862,145.649,17.996,103.723,4.468,10.149,33.128,12.416,43,8,0,0
405,7.224,149.435,16.517,108.532,4.187,8.518,32.561,11.3,43,8,0,0
406,7.153,157.246,16.747,117.863,3.993,10.069,31.137,12.054,45,8,0,0
407,6.713,144.983,14.156,107.463,3.756,9.496,32.426,13.434,46,9,0,0
408,6.688,150.212,17.524,109.693,4.028,8.906,30.588,12.643,46,10,0,1
409,7.031,140.063,14.285,101.796,3.833,10.656,33.212,12.514,48,9,0,0
410,7.003,142.319,18.212,100.506,4.321,9.492,30.246,11.886,47,9,0,0
411,6.94,151.788,16.105,112.628,4.033,9.235,30.953,10.933,46,9,0,0
412,7.061,141.855,18.113,99.696,4.24,9.319,30.509,11.17,46,8,0,0
413,6.486,136.666,15.314,98.475,3.288,9.761,30.779,11.967,48,9,0,0
414,6.939,140.393,15.476,102.397,3.214,8.674,30.596,11.595,47,9,0,0
415,6.684,145.536,15.655,106.272,3.247,9.851,30.814,11.589,47,9,0,0
416,7.151,134.813,14.804,97.511,3.481,9.898,31.032,11.679,47,9,0,0
417,7.512,141.272,14.855,104.144,3.483,9.083,29.018,12.224,47,9,0,0
418,6.72,135.871,14.848,98.65,3.374,9.369,32.05,10.365,48,9,0,0
419,6.404,142.912,15.625,104.059,3.382,9.127,31.513,10.141,48,9,0,0
420,6.878,137.865,15.921,98.46,3.717,9.686,31.5,11.001,48,9,0,0
421,6.986,138.338,14.831,100.395,3.375,10.513,32.408,11.63,50,11,0,0
422,7.038,138.099,15.626,98.68,3.729,10.616,30.851,10.739,51,10,0,0
423,6.702,139.347,16.095,100.093,3.808,9.102,30.819,10.501,47,9,0,0
424,7.138,133.878,15.225,96.067,3.543,9.257,31.494,10.953,48,9,0,0
425,7.088,139.159,16.306,98.388,3.731,9.777,30.709,10.975,49,9,0,0
426,6.867,135.184,15.63,97.861,3.048,8.497,29.571,9.335,46,9,0,0
427,6.762,139.005,16.335,100.491,2.667,9.452,28.799,10.234,48,8,0,0
428,6.624,135.76,14.626,101.054,2.858,9.323,30.556,10.674,48,8,0,0
429,7.259,133.14,13.272,99.187,2.876,9.008,29.231,10.489,48,8,0,0
430,7.449,130.917,14.782,94.703,3.016,9.157,29.602,10.376,48,8,0,0
431,6.956,136.33,15.328,97.993,2.887,9.015,30.799,10.549,48,8,0,0
432,7.118,138.087,14.827,101.526,2.915,9.215,31.907,10.769,49,8,0,0
433,7.094,146.563,13.952,110.632,2.889,9.652,30.633,10.255,47,7,0,0
434,6.882,142.675,13.873,106.381,2.878,9.228,29.008,10.938,48,6,0,0
435,6.462,144.603,15.568,107.055,2.993,8.803,29.29,10.485,46,5,0,0
436,6.726,132.054,14.169,95.701,2.745,9.358,30.504,10.938,50,6,0,0
437,6.698,134.293,13.124,98.673,2.937,9.415,30.4,11.023,50,6,0,0
438,6.286,142.386,15.335,104.835,2.948,10.203,30.657,40.409,50,6,0,1
439,6.841,148.157,16.301,108.944,2.993,8.989,27.534,10.263,48,7,0,1
440,7.051,133.988,15.003,96.179,3.203,9.412,29.45,10.724,52,6,0,1
441,6.961,142.492,13.325,104.43,3.578,9.31,30.872,12.641,53,7,0,1
442,7.457,133.717,14.622,96.479,3.047,10.026,30.624,10.821,53,8,0,0
443,7.381,138.097,15.165,100.554,2.969,10.156,29.011,11.025,54,8,0,0
444,7.152,142.964,15.344,104.193,3.954,10.42,30.401,10.925,53,9,0,0
445,6.676,137.431,13.848,100.417,3.758,9.101,31.433,11.594,51,7,0,0
446,6.603,135.887,16.142,97.413,3.085,9.574,27.853,11.633,52,6,0,0
447,6.678,140.419,15.371,102.338,3.096,9.327,29.133,10.955,52,6,0,0
448,7.262,135.018,14.126,98.15,3.347,9.675,29.631,10.681,52,6,0,1
449,6.785,135.813,13.098,100.69,2.963,9.04,30.406,10.184,50,8,0,1
450,7.085,142.227,17.708,100.402,3.941,10.027,30.16,11.013,50,8,0,0
451,7.218,138.649,15.899,100.561,3.119,9.13,31.433,10.675,49,8,0,0
452,7.229,133.151,15.827,96.119,2.788,9.432,27.116,10.864,48,7,0,0
453,6.87,134.458,13.47,98.772,3.035,9.379,28.475,10.882,50,7,0,0
454,7.106,134.557,13.965,97.773,3.158,9.372,28.416,11.038,50,8,0,0
455,6.503,136.13,14.972,101.271,2.616,9.188,30.083,11.06,51,8,0,0
456,6.119,140.656,14.628,103.39,2.996,9.982,30.022,11.912,52,9,0,0
457,6.851,135.704,13.064,99.81,2.933,10.756,32.475,12.016,54,9,0,0
458,7.293,138.902,14.045,100.927,3.018,9.965,28.332,11.084,52,9,0,0
459,7.254,138.537,16.342,98.679,2.977,10.168,28.747,12.39,54,9,0,1
460,7.298,152.15,16.403,109.325,3.714,10.556,25.997,12.167,58,9,0,1
461,6.4,172.649,14.603,132.668,3.785,11.319,36.261,12.716,57,10,0,1
462,7.435,141.779,15.241,102.749,3.601,10.638,32.116,12.735,57,9,0,1
463,5.982,142.483,16.417,101.829,3.608,10.928,30.416,12.365,56,8,0,1
464,7.047,132.962,14.636,96.018,2.95,10.329,31.045,12.064,55,9,0,1
465,6.764,136.595,13.287,99.782,3.003,10.084,31.66,12.441,55,9,0,1
466,9.038,148.805,17.913,109.197,2.802,9.151,27.631,11.437,51,8,0,1
467,7.149,136.875,14.967,98.578,3.404,9.559,29.921,12.277,54,8,0,1
468,7.205,138.244,17.196,98.275,3.186,9.921,34.637,13.946,54,8,0,1
469,6.687,136.997,13.537,99.486,3.687,10.41,31.825,37.813,53,8,0,2
470,6.986,137.846,15.638,97.387,3.608,10.644,28.645,14.291,53,8,0,2
471,6.742,138.864,15.623,100.268,3.016,9.933,31.073,13.36,54,9,0,3
472,7.261,133.483,14.465,94.921,3.139,10.097,29.778,12.225,53,8,0,3
473,7.328,135.95,13.752,100.406,2.893,9.143,28.357,12.022,50,6,0,3
474,7.068,136.169,14.669,98.646,3.07,9.498,30.334,11.365,50,7,0,2
475,6.43,152.924,15.942,112.537,3.632,9.834,30.356,10.726,49,6,0,2
476,6.736,138.402,14.734,99.623,3.75,9.419,29.352,12.488,48,5,0,2
477,7.115,139.416,14.996,102.355,2.906,9.069,29.487,12.061,48,5,0,2
478,7.352,131.231,14.218,95.046,2.943,8.564,30.304,10.701,45,5,0,2
479,6.536,167.355,15.284,130.58,3.019,8.652,29.56,12.261,46,4,0,3
480,6.975,148.58,15.335,109.896,2.908,11.053,29.414,35.547,51,6,0,2
481,6.634,139.72,13.582,104.211,2.886,8.71,31.957,10.519,47,7,0,2
482,6.974,134.649,14.927,97.263,2.97,10.254,27.876,11.369,52,6,0,2
483,7.276,139.197,14.607,101.704,2.925,9.456,28.151,11.339,52,8,0,2
484,6.529,150.53,17.513,108.09,4.185,9.679,29.339,10.494,52,10,0,3
485,6.754,149.508,16.41,110.247,3.557,9.339,28.934,11.528,52,8,0,2
486,6.632,159.567,16.468,117.416,4.152,9.743,31.326,11.331,48,7,0,1
487,6.823,151.982,13.522,114.151,4.357,9.011,30.115,10.816,46,6,0,0
488,6.475,147.041,15.524,107.323,3.74,8.825,30.297,9.774,46,5,0,1
489,6.559,147.807,16.633,107.315,3.762,11.246,29.128,11.022,51,8,0,2
490,6.849,145.603,15.026,105.502,3.925,9.615,33.436,11.174,50,6,0,1
491,6.721,153.855,14.634,113.199,3.989,10.434,29.657,10.136,51,5,0,1
492,6.542,143.058,14.047,104.517,3.853,9.31,30.202,11.461,49,5,0,0
493,6.812,149.506,16.71,108.624,3.8,9.581,31.673,11.1,47,6,0,1
494,7.059,152.507,17.818,109.506,4.57,9.742,29.674,10.914,47,6,0,1
495,6.693,152.371,17.565,110.183,4.036,9.259,29.44,12.28,47,4,0,0
496,6.698,139.745,15.236,102.181,3.622,8.696,28.842,10.988,46,3,0,1
497,6.298,144.183,15.971,104.708,3.431,8.814,29.851,11.569,44,3,0,1
498,7.355,148.435,16.455,108.328,3.351,9.296,30.825,10.964,45,5,0,1
499,6.528,145.33,13.907,107.547,3.454,10.6,30.219,10.424,45,5,0,1
500,6.68,148.811,14.865,109.164,3.517,9.988,28.704,10.144,48,6,0,2
501,7.496,156.375,19.086,113.618,3.389,9.318,32.869,11.198,48,7,0,2
502,7.331,151.922,16.191,109.166,4.454,10.352,32.885,10.827,49,6,0,2
503,7.78,154.021,16.106,112.039,3.921,11.191,31.974,12.026,53,9,0,4
504,7.431,159.248,18.117,115.772,3.784,12.651,31.499,11.593,53,8,0,3
505,8.014,151.778,17.13,109.747,3.47,10.141,32.784,10.715,50,7,0,1
506,6.515,147.925,17.946,105.253,3.449,9.812,28.468,10.283,48,6,0,1
507,7.446,142.347,15.542,103.054,3.567,8.898,30.914,10.224,47,6,0,1
508,6.525,138.201,14.353,99.798,3.61,10.132,31.444,10.881,46,6,0,1
509,7.228,140.534,16.505,99.782,3.992,9.535,30.697,11.095,47,5,0,1
510,7.09,141.926,17.85,100.009,3.471,9.2,31.018,11.719,48,6,0,3
511,7.051,142.943,16.494,102.254,3.392,9.769,30.985,11.395,49,6,0,2
512,7.266,139.106,15.58,99.775,3.961,9.38,31.446,11.486,47,6,0,2
513,6.966,144.582,15.986,104.343,3.315,9.075,30.89,10.702,43,7,0,2
514,7.074,143.188,15.122,103.051,3.837,10.586,30.5,11.474,49,8,0,2
515,7.337,139.742,15.991,100.014,3.327,9.437,29.709,12.12,48,8,0,2
516,7.134,139.819,15.752,99.314,3.718,10.168,32.103,11.426,48,8,0,2
517,7.293,140.995,15.896,100.477,3.326,9.481,31.75,10.377,48,8,0,2
518,6.841,138.101,15.699,98.775,3.371,9.589,29.812,12.615,50,8,0,2
519,7.194,138.995,14.021,101.694,3.283,9.663,33.08,12.345,49,7,0,2
520,6.905,135.559,15.606,98.088,2.678,9.022,29.949,10.674,48,8,0,2
521,7.15,137.898,16.356,99.367,2.927,9.183,30.821,10.921,49,8,0,2
522,6.734,136.073,14.769,98.056,2.929,9.181,30.085,10.734,50,7,0,2
523,7.277,136.171,13.525,99.367,2.985,9.552,30.053,35.357,51,6,0,3
524,7.394,142.721,13.955,106.377,3.126,9.363,30.855,11.319,49,6,0,2
525,7.28,134.592,16.733,96.708,2.846,8.47,28.945,10.567,46,6,0,1
526,7.037,136.628,15.019,99.654,2.894,8.348,29.638,10.486,43,5,0,2
527,6.646,140.548,13.431,104.832,3.049,8.213,29.12,10.488,44,5,0,2
528,7.257,134.505,14.861,97.145,2.99,8.17,30.367,10.524,45,7,0,1
529,7.087,143.093,16.899,104.079,2.93,8.716,31.9,11.611,46,7,0,0
530,6.895,131.521,13.691,96.594,2.999,8.689,27.267,12.692,46,7,0,1
531,6.769,135.041,13.366,99.788,2.974,8.054,29.655,10.202,44,7,0,0
532,7.282,132.511,15.095,94.967,3.5,8.228,30.672,11.64,46,7,0,0
533,7.266,142.012,15.478,100.267,3.245,11.89,29.076,11.619,46,7,0,1
534,7.094,138.995,18.062,97.554,3.015,9.761,29.735,11.258,50,8,0,2
535,6.271,136.362,13.257,100.417,2.74,10.107,30.529,11.191,51,8,0,2
536,6.953,135.783,15.154,97.41,2.99,10.541,30.472,11.067,52,8,0,2
537,7.218,136.304,15.503,97.183,2.911,9.71,28.841,11.388,53,8,0,2
538,6.473,134.75,13.911,97.353,2.987,9.721,29.447,11.341,52,9,0,2
539,7.238,138.981,13.373,102.559,2.878,8.849,29.716,11.2,47,8,0,2
540,7.322,139.926,17.921,99.871,2.918,8.663,30.445,10.964,46,7,0,1
541,7.246,141.035,15.859,102.925,2.941,8.118,31.829,11.181,45,7,0,1
542,6.992,132.898,14.112,96.311,2.94,9.097,28.171,12.237,47,7,0,1
543,7.273,134.322,13.216,98.428,3.088,8.449,28.774,10.947,46,7,0,1
544,7.086,136.753,14.433,99.644,2.753,9.706,31.92,11.514,51,9,0,3
545,7.25,137.093,13.867,99.999,2.934,10.399,29.069,11.998,53,10,0,2
546,7.283,134.948,15.289,96.303,3.027,8.945,29.177,11.258,49,10,0,2
547,7.017,137.311,12.985,101.341,2.993,8.973,29.459,35.285,48,9,0,2
548,6.772,133.771,14.771,97.319,3.018,8.961,33.483,10.959,50,8,0,2
549,7.046,138.778,15.905,100.551,3.05,9.591,28.285,11.07,51,8,0,2
550,7.268,135.571,15.12,97.732,2.977,9.16,27.599,11.895,50,8,0,2
551,7.236,136.012,13.936,99.37,3.0,9.515,29.314,11.978,51,7,0,2
552,7.255,136.159,14.12,99.911,2.938,9.12,31.908,11.986,50,7,0,2
553,6.946,136.28,15.949,97.341,2.912,8.904,32.774,11.668,49,7,0,1
554,7.305,133.074,14.601,95.937,2.866,9.003,28.49,11.653,49,7,0,1
555,7.303,138.369,13.009,102.897,2.965,9.073,28.828,10.724,49,7,0,2
556,7.216,132.867,15.563,94.37,2.946,9.25,30.301,11.398,50,8,0,2
557,6.932,135.699,15.668,97.717,2.903,9.188,29.378,12.892,51,8,0,2
558,6.658,135.282,13.947,99.061,2.922,8.81,30.129,13.453,48,7,0,1
559,8.868,137.064,13.384,101.266,3.034,9.539,28.844,35.823,49,6,0,1
560,6.868,138.459,14.815,100.846,2.885,8.911,31.474,12.026,48,5,0,0
561,6.768,139.418,15.687,100.898,2.769,8.841,27.818,11.554,48,7,0,0
562,7.922,151.482,15.59,112.963,3.165,8.943,29.623,10.788,47,6,0,0
563,7.29,136.322,14.888,101.037,2.736,8.722,28.55,33.694,48,6,1,0
564,6.776,138.597,15.218,101.826,3.101,8.123,30.305,11.246,45,6,0,0
565,6.92,152.587,15.9,113.406,3.209,9.085,31.082,11.899,47,6,0,0
566,7.316,152.416,15.933,112.429,3.982,9.079,29.692,11.327,47,7,0,0
567,6.483,157.171,16.015,115.719,4.406,8.918,29.577,11.616,47,6,0,0
568,6.593,141.608,16.939,100.419,3.99,9.986,32.071,12.714,49,6,0,1
569,7.412,150.311,14.869,110.78,4.196,9.917,29.071,11.022,50,8,0,1
570,6.779,141.633,15.764,101.079,3.849,10.553,29.175,11.432,50,6,0,2
571,6.554,142.908,15.614,103.51,3.991,8.76,31.703,12.683,48,7,0,1
572,6.237,146.085,17.942,102.173,4.173,10.412,31.678,12.116,49,8,0,1
573,7.96,143.972,15.888,101.856,4.075,9.921,28.971,11.451,48,7,0,1
574,6.744,144.902,18.151,101.986,4.032,10.124,31.624,13.028,48,6,0,1
575,6.676,141.661,15.654,102.352,3.515,8.811,27.889,11.338,47,6,0,0
576,6.206,165.955,16.396,119.284,7.258,9.984,31.389,11.838,48,6,0,0
577,9.28,153.592,15.852,113.468,3.991,9.296,33.621,12.745,48,5,0,0
578,6.308,160.199,14.564,120.444,3.693,8.71,28.529,12.397,43,3,0,0
579,7.236,142.135,17.717,99.917,3.806,9.349,29.604,11.144,46,4,0,0
580,7.044,148.518,14.752,107.105,4.264,10.288,29.745,11.521,48,4,0,0
581,6.573,138.142,15.507,99.596,3.157,9.391,29.656,11.546,47,3,0,0
582,6.05,139.566,13.695,103.314,2.934,8.744,28.526,10.78,47,4,0,0
583,6.408,139.957,17.144,100.001,3.138,8.89,28.051,11.694,47,6,0,0
584,6.599,138.074,13.86,102.34,2.581,8.541,28.007,10.398,47,6,0,0
585,6.706,133.956,14.807,98.197,2.782,8.561,29.1,11.957,45,5,0,0
586,7.011,134.052,13.668,100.039,2.966,7.237,28.473,11.059,41,3,0,0
587,6.606,140.145,16.736,101.112,3.539,9.087,28.674,11.588,45,5,0,0
588,6.645,140.593,14.922,101.847,3.761,9.039,29.646,12.101,44,4,0,0
589,7.34,139.685,17.075,98.789,3.219,8.228,31.729,10.732,44,6,0,1
590,7.238,137.575,13.582,101.229,3.791,7.95,30.18,10.119,44,8,0,1
591,6.403,137.486,17.39,98.443,3.628,7.942,26.464,10.896,43,8,0,0
592,6.437,135.234,14.568,99.818,3.481,7.164,26.416,10.495,43,8,0,0
593,5.88,148.932,15.46,108.06,4.009,9.053,28.683,12.125,46,7,0,0
594,6.284,144.354,14.92,106.676,3.467,8.41,31.916,11.895,43,6,0,0
595,7.14,141.221,17.819,99.953,3.275,9.305,30.311,11.619,48,7,0,0
596,6.987,139.386,14.861,102.421,3.701,8.957,28.476,11.53,46,7,0,0
597,7.044,136.567,15.31,98.157,4.265,8.581,29.47,11.601,44,7,0,0
598,6.963,138.349,13.824,103.559,3.088,7.676,29.79,10.817,41,7,0,0
599,7.062,145.825,16.405,108.288,2.634,8.014,27.672,10.764,43,5,0,0
600,6.903,133.879,13.706,99.695,2.892,8.2,29.537,12.309,42,5,0,0
601,7.675,167.863,32.217,112.727,4.435,8.261,31.342,12.167,42,5,0,0
602,7.348,147.053,14.534,110.949,3.632,8.226,28.826,10.2,41,4,0,0
603,6.16,154.154,17.609,113.055,4.178,9.519,27.903,11.035,40,4,0,0
604,7.183,150.249,18.121,105.94,6.557,9.822,30.179,32.994,42,6,0,1
605,6.665,151.021,15.817,111.26,4.121,9.306,30.503,9.942,42,6,0,1
606,7.005,148.466,15.175,109.919,3.363,8.709,32.432,10.959,41,6,0,0
607,7.401,143.681,17.423,103.689,3.438,7.558,27.204,9.671,41,6,0,0
608,6.214,155.886,14.042,118.127,4.062,8.358,29.152,10.733,43,6,0,0
609,6.704,143.279,13.878,107.459,3.23,8.097,28.686,11.712,42,5,0,0
610,6.466,140.228,14.144,103.369,3.997,8.049,27.863,11.701,41,5,0,0
611,6.608,144.447,15.542,106.632,4.112,7.297,27.816,9.669,39,5,0,0
612,6.915,140.718,14.787,102.577,4.077,8.048,29.751,10.781,40,4,0,0
613,6.732,142.836,17.448,103.358,3.561,8.034,30.552,11.647,41,4,0,0
614,6.625,153.495,15.845,112.359,4.645,8.804,30.026,11.74,41,4,0,0
615,6.846,152.916,17.598,111.769,4.313,8.425,27.129,11.876,40,4,0,0
616,7.995,153.713,16.89,114.208,4.058,8.307,30.139,11.657,39,4,0,0
617,6.621,161.524,18.525,117.276,4.517,8.405,30.322,11.227,39,3,0,0
618,6.487,153.294,15.662,113.756,4.613,8.62,29.17,11.23,40,2,0,0
619,7.439,149.362,15.679,109.665,4.323,8.793,28.046,12.008,41,3,0,0
620,6.589,159.65,16.015,120.197,4.276,8.405,30.606,11.725,39,2,0,0
621,6.469,150.394,17.287,109.183,4.016,7.924,26.891,11.377,39,2,0,0
622,6.566,162.787,15.448,122.814,4.213,8.392,29.117,10.713,41,4,0,0
623,6.42,166.538,16.935,126.203,4.085,9.404,30.121,11.415,42,5,0,1
624,6.763,154.912,15.551,114.973,4.466,9.05,29.703,13.188,42,5,0,1
625,6.981,156.3,17.175,114.0,4.317,9.488,31.047,12.902,40,4,0,0
